node_1,node_2
0,5045
0,8588
0,9802
0,9864
0,9981
1,2324
1,9258
1,9906
1,9923
1,9955
2,5653
2,6352
2,9629
2,9893
2,9991
3,5788
3,6571
3,9309
3,9674
3,9920
4,7634
4,9240
4,9500
4,9992
4,9996
5,2555
5,8243
5,9469
5,9794
5,9976
6,3799
6,4311
6,9852
6,9952
6,9990
7,8798
7,8953
7,9019
7,9373
7,9474
8,9365
8,9593
8,9663
8,9809
8,9817
9,6026
9,9104
9,9827
9,9926
9,9988
10,2233
10,9101
10,9574
10,9639
10,9872
11,4738
11,9709
11,9851
11,9905
11,9965
12,6663
12,9285
12,9777
12,9900
12,9936
13,5101
13,6878
13,8577
13,9867
13,9990
14,486
14,9501
14,9730
14,9748
14,9847
15,6765
15,7695
15,9755
15,9929
15,9930
16,9472
16,9556
16,9569
16,9723
16,9743
17,1907
17,8293
17,9477
17,9546
17,9700
18,4731
18,6923
18,7731
18,9253
18,9837
19,4415
19,4514
19,5842
19,6771
19,9684
20,3189
20,7688
20,8975
20,9206
20,9736
21,6529
21,8993
21,9514
21,9891
21,9928
22,6795
22,8510
22,8954
22,9278
22,9792
23,450
23,8870
23,9127
23,9302
23,9407
24,1025
24,7217
24,8653
24,9522
24,9611
25,1579
25,3537
25,7700
25,7787
25,9415
26,1232
26,7079
26,9417
26,9847
26,9874
27,6697
27,7560
27,9132
27,9162
27,9484
28,2299
28,6583
28,7148
28,7442
28,8168
29,5071
29,6648
29,8346
29,8561
29,9923
30,7443
30,8579
30,9181
30,9285
30,9310
31,5661
31,7047
31,8438
31,9503
31,9826
32,4784
32,7739
32,7922
32,9520
32,9573
33,9720
33,9953
33,9957
33,9974
33,9982
34,5807
34,7089
34,8513
34,8591
34,8943
35,7071
35,7492
35,8664
35,8694
35,8949
36,4325
36,8970
36,9668
36,9708
36,9797
37,7235
37,7656
37,8269
37,9392
37,9528
38,6944
38,7083
38,8863
38,9253
38,9626
39,3657
39,6350
39,6398
39,6948
39,9455
40,3276
40,5170
40,5633
40,7347
40,8408
41,6443
41,9162
41,9293
41,9329
41,9508
42,7688
42,8929
42,9345
42,9389
42,9754
43,9850
43,9889
43,9951
43,9981
43,9999
44,2390
44,9662
44,9918
44,9920
44,9995
45,9389
45,9460
45,9548
45,9705
45,9811
46,6024
46,6114
46,6156
46,9090
46,9937
47,6687
47,9536
47,9575
47,9598
47,9695
48,875
48,4332
48,8277
48,9961
48,9984
49,4915
49,7645
49,9735
49,9810
49,9961
50,4145
50,4923
50,8868
50,9943
50,9963
51,261
51,7371
51,7550
51,7858
51,9529
52,9107
52,9613
52,9623
52,9858
52,9991
53,8153
53,8339
53,9132
53,9484
53,9846
54,7992
54,9513
54,9685
54,9874
54,9976
55,1783
55,2470
55,2514
55,3218
55,9994
56,5063
56,8046
56,8238
56,8507
56,8758
57,2493
57,7740
57,8229
57,8908
57,9964
58,6885
58,8131
58,8464
58,8711
58,9874
59,6633
59,6939
59,8277
59,9497
59,9849
60,7417
60,9812
60,9902
60,9915
60,9996
61,7790
61,8937
61,9717
61,9807
61,9839
62,5800
62,8935
62,9734
62,9958
62,9978
63,9515
63,9697
63,9746
63,9898
63,9982
64,1573
64,3765
64,9319
64,9322
64,9342
65,6607
65,9469
65,9825
65,9955
65,9969
66,8293
66,8518
66,8851
66,9035
66,9546
67,8737
67,9631
67,9795
67,9839
67,9870
68,228
68,8548
68,9242
68,9709
68,9965
69,3189
69,4508
69,9948
69,9985
69,9993
70,6734
70,7326
70,9537
70,9812
70,9992
71,7071
71,9888
71,9944
71,9951
71,9981
72,3741
72,9403
72,9821
72,9980
72,9998
73,3145
73,3831
73,6483
73,8645
73,9320
74,9810
74,9867
74,9868
74,9903
74,9952
75,8288
75,8903
75,9012
75,9333
75,9724
76,9441
76,9864
76,9888
76,9944
76,9981
77,4922
77,9766
77,9919
77,9933
77,9947
78,2351
78,6443
78,7901
78,7921
78,9200
79,5249
79,8752
79,9409
79,9726
79,9911
80,3374
80,7906
80,8871
80,9932
80,9995
81,8700
81,9203
81,9276
81,9442
81,9995
82,6141
82,7058
82,8472
82,9428
82,9480
83,9604
83,9615
83,9691
83,9763
83,9788
84,6256
84,9456
84,9709
84,9868
84,9965
85,9097
85,9729
85,9763
85,9872
85,9927
86,8599
86,9468
86,9624
86,9641
86,9701
87,6626
87,7229
87,7926
87,9355
87,9491
88,8011
88,8187
88,8228
88,8842
88,9624
89,4315
89,5911
89,7851
89,8476
89,9461
90,6630
90,8272
90,8880
90,9345
90,9789
91,8775
91,9309
91,9933
91,9947
91,9957
92,4355
92,4764
92,5674
92,8914
92,9741
93,8686
93,8747
93,9713
93,9772
93,9886
94,1842
94,2156
94,2174
94,4826
94,6309
95,1317
95,5064
95,5212
95,6710
95,9947
96,8733
96,9392
96,9551
96,9562
96,9870
97,6383
97,7410
97,8321
97,9068
97,9126
98,8204
98,9638
98,9705
98,9811
98,9836
99,8187
99,8419
99,8627
99,9720
99,9896
100,2192
100,8329
100,9509
100,9858
100,9880
101,7704
101,9919
101,9972
101,9973
101,9982
102,8296
102,8881
102,9237
102,9283
102,9979
103,5656
103,6784
103,7532
103,8844
103,9830
104,4981
104,9631
104,9763
104,9807
104,9945
105,1009
105,9848
105,9900
105,9936
105,9940
106,5609
106,9464
106,9550
106,9593
106,9817
107,1175
107,9581
107,9790
107,9899
107,9938
108,5395
108,8997
108,9194
108,9237
108,9770
109,2715
109,3176
109,3691
109,8337
109,8746
110,2720
110,7248
110,8119
110,8254
110,8767
111,2552
111,8623
111,9425
111,9737
111,9837
112,5682
112,9605
112,9638
112,9705
112,9811
113,6393
113,6743
113,8052
113,8144
113,9917
114,7742
114,9220
114,9954
114,9985
114,9993
115,487
115,3917
115,6108
115,8959
115,9891
116,9452
116,9657
116,9754
116,9847
116,9957
117,6977
117,7448
117,8435
117,8632
117,9502
118,9432
118,9596
118,9926
118,9950
118,9988
119,9164
119,9248
119,9649
119,9975
119,9986
120,225
120,2205
120,3994
120,4238
120,9794
121,9308
121,9618
121,9663
121,9783
121,9916
122,6071
122,7313
122,9477
122,9546
122,9762
123,7959
123,9048
123,9765
123,9887
123,9949
124,2241
124,7936
124,9834
124,9906
124,9955
125,3504
125,8322
125,9567
125,9794
125,9976
126,2484
126,7480
126,8099
126,9600
126,9644
127,8000
127,9677
127,9912
127,9979
127,9989
128,7554
128,9624
128,9648
128,9701
128,9721
129,9261
129,9437
129,9783
129,9904
129,9911
130,5739
130,7846
130,8959
130,9946
130,9989
131,2166
131,3449
131,4337
131,8163
131,8486
132,6082
132,7784
132,9137
132,9359
132,9562
133,6257
133,8100
133,9302
133,9447
133,9551
134,2889
134,6729
134,8617
134,8795
134,8926
135,6098
135,6666
135,7028
135,7428
135,9928
136,2610
136,7338
136,7751
136,8269
136,9031
137,2495
137,6650
137,9561
137,9575
137,9584
138,8413
138,8723
138,9674
138,9801
138,9995
139,4757
139,7874
139,8209
139,8433
139,9232
140,8740
140,9626
140,9699
140,9837
140,9932
141,9649
141,9704
141,9950
141,9967
141,9988
142,7577
142,8195
142,8336
142,9312
142,9766
143,3108
143,3168
143,7877
143,8848
143,9416
144,2922
144,9805
144,9822
144,9860
144,9867
145,8567
145,9409
145,9841
145,9979
145,9989
146,9522
146,9641
146,9714
146,9904
146,9911
147,3841
147,7984
147,8050
147,9683
147,9716
148,4938
148,7588
148,8546
148,8988
148,9384
149,8138
149,8760
149,9506
149,9690
149,9849
150,173
150,7763
150,8727
150,9113
150,9479
151,2850
151,6928
151,9392
151,9551
151,9562
152,1091
152,3483
152,3827
152,9227
152,9495
153,8703
153,8845
153,9259
153,9295
153,9958
154,7064
154,8064
154,9021
154,9096
154,9192
155,6037
155,9295
155,9598
155,9723
155,9743
156,8745
156,8750
156,9251
156,9293
156,9672
157,6371
157,7874
157,7927
157,8209
157,9373
158,9196
158,9253
158,9417
158,9495
158,9757
159,1446
159,4196
159,5279
159,9875
159,9997
160,4363
160,7509
160,8850
160,8962
160,9491
161,7780
161,9066
161,9155
161,9683
161,9716
162,7515
162,7661
162,9303
162,9389
162,9657
163,9223
163,9604
163,9655
163,9691
163,9878
164,5433
164,7978
164,9158
164,9782
164,9910
165,2354
165,2610
165,2762
165,2826
165,3246
166,6830
166,9162
166,9329
166,9508
166,9940
167,9011
167,9762
167,9915
167,9945
167,9966
168,5985
168,8727
168,9670
168,9824
168,9829
169,2173
169,2407
169,8523
169,9242
169,9366
170,5327
170,9523
170,9637
170,9642
170,9969
171,9082
171,9479
171,9824
171,9829
171,9869
172,5935
172,7252
172,9933
172,9947
172,9974
173,150
173,6139
173,9434
173,9587
173,9622
174,9709
174,9886
174,9947
174,9953
174,9973
175,1635
175,9668
175,9849
175,9977
175,9980
176,3476
176,8601
176,9890
176,9899
176,9938
177,7960
177,8228
177,8681
177,9278
177,9695
178,6943
178,7380
178,7550
178,7858
178,9119
179,4058
179,4262
179,6013
179,7638
179,7894
180,9424
180,9595
180,9765
180,9871
180,9891
181,1865
181,9857
181,9945
181,9956
181,9966
182,7823
182,8485
182,9696
182,9716
182,9792
183,4090
183,8684
183,8715
183,8744
183,9011
184,7651
184,9319
184,9322
184,9342
184,9674
185,6028
185,6054
185,8105
185,9237
185,9943
186,6412
186,6741
186,8029
186,8518
186,9301
187,4775
187,7747
187,8651
187,9160
187,9333
188,7022
188,8562
188,9180
188,9407
188,9897
189,3154
189,5716
189,6004
189,9126
189,9388
190,7169
190,7633
190,9252
190,9292
190,9497
191,7566
191,9416
191,9511
191,9643
191,9853
192,9395
192,9566
192,9657
192,9817
192,9989
193,5624
193,5934
193,6237
193,7942
193,8535
194,4393
194,5836
194,9808
194,9908
194,9997
195,8303
195,9687
195,9968
195,9983
195,9997
196,6351
196,7661
196,9909
196,9937
196,9961
197,4274
197,8653
197,8993
197,9277
197,9508
198,6507
198,8294
198,8722
198,8830
198,9897
199,3469
199,6838
199,8124
199,8464
199,8711
200,9454
200,9784
200,9858
200,9923
200,9931
201,6715
201,6718
201,9878
201,9954
201,9985
202,3695
202,4167
202,7682
202,9268
202,9560
203,8383
203,9567
203,9918
203,9956
203,9984
204,5760
204,8438
204,8814
204,9332
204,9503
205,3343
205,9604
205,9615
205,9655
205,9691
206,1690
206,7876
206,7985
206,9222
206,9263
207,9032
207,9389
207,9657
207,9730
207,9847
208,5382
208,8763
208,9277
208,9329
208,9550
209,4679
209,7112
209,8035
209,9194
209,9783
210,6904
210,7854
210,8014
210,8667
210,8673
211,2110
211,5691
211,9540
211,9839
211,9976
212,8784
212,8988
212,9074
212,9384
212,9873
213,2200
213,5044
213,9524
213,9711
213,9760
214,3760
214,8443
214,9223
214,9825
214,9923
215,9721
215,9722
215,9781
215,9980
215,9998
216,5364
216,5806
216,6981
216,9216
216,9558
217,6487
217,7643
217,8303
217,9420
217,9653
218,405
218,1536
218,2332
218,6171
218,9915
219,2623
219,2829
219,3799
219,6134
219,8250
220,3277
220,6337
220,6827
220,7418
220,7481
221,5944
221,9530
221,9578
221,9820
221,9863
222,7765
222,8425
222,9614
222,9699
222,9780
223,7052
223,7601
223,8719
223,9303
223,9389
224,7588
224,8991
224,9112
224,9200
224,9478
225,120
225,561
225,1129
225,3994
225,4238
226,7893
226,9767
226,9852
226,9922
226,9952
227,6095
227,8544
227,9249
227,9268
227,9560
228,68
228,9495
228,9796
228,9856
228,9907
229,8058
229,8125
229,9507
229,9773
229,9835
230,8156
230,9367
230,9477
230,9546
230,9932
231,5817
231,9604
231,9655
231,9691
231,9947
232,9000
232,9814
232,9924
232,9962
232,9970
233,1853
233,3881
233,4492
233,7741
233,9302
234,4399
234,7203
234,7481
234,8780
234,9799
235,6408
235,6725
235,7782
235,8027
235,9940
236,5686
236,8952
236,9673
236,9975
236,9986
237,6418
237,9531
237,9802
237,9944
237,9999
238,3864
238,5268
238,8391
238,9162
238,9170
239,2130
239,9263
239,9846
239,9871
239,9928
240,6791
240,7621
240,8887
240,9058
240,9802
241,1223
241,8447
241,9388
241,9467
241,9577
242,6692
242,9209
242,9458
242,9568
242,9756
243,1712
243,7880
243,8444
243,9370
243,9831
244,8005
244,9658
244,9694
244,9899
244,9938
245,1385
245,6745
245,9167
245,9959
245,9986
246,3063
246,8763
246,9329
246,9508
246,9924
247,648
247,1761
247,2124
247,3179
247,9893
248,6303
248,7555
248,8513
248,8591
248,9409
249,1347
249,3451
249,6453
249,7145
249,9939
250,3676
250,9525
250,9640
250,9643
250,9832
251,4514
251,5235
251,5842
251,8061
251,9694
252,4267
252,9607
252,9761
252,9914
252,9921
253,5807
253,6572
253,7308
253,8477
253,9269
254,840
254,7692
254,8828
254,8979
254,9594
255,1358
255,8451
255,9524
