node_1,node_2
0,1676
0,3573
0,9320
0,9815
0,9877
1,9439
1,9819
1,9878
1,9882
1,9889
2,8917
2,9004
2,9014
2,9307
2,9620
3,9129
3,9161
3,9419
3,9570
3,9912
4,6768
4,9566
4,9742
4,9984
4,9986
5,7792
5,8436
5,9104
5,9430
5,9577
6,8088
6,9040
6,9611
6,9883
6,9908
7,9506
7,9770
7,9812
7,9950
7,9956
8,5628
8,6816
8,7214
8,7747
8,9906
9,8544
9,9570
9,9806
9,9869
9,9912
10,5613
10,9866
10,9935
10,9991
10,9997
11,9726
11,9806
11,9868
11,9871
11,9974
12,1866
12,3201
12,8191
12,8197
12,8583
13,6220
13,6975
13,7151
13,8054
13,8355
14,400
14,1613
14,4476
14,4494
14,5713
15,8928
15,9470
15,9576
15,9604
15,9618
16,4451
16,9762
16,9894
16,9895
16,9939
17,6986
17,7606
17,8207
17,8772
17,9325
18,9726
18,9868
18,9871
18,9892
18,9928
19,1695
19,7558
19,7754
19,8644
19,9260
20,4688
20,7858
20,8265
20,8554
20,8980
21,5005
21,5928
21,6120
21,6738
21,7899
22,9765
22,9903
22,9940
22,9993
22,9997
23,7935
23,9438
23,9970
23,9972
23,9997
24,7922
24,8475
24,8571
24,8650
24,8826
25,8869
25,9353
25,9607
25,9967
25,9969
26,2133
26,5768
26,6593
26,7845
26,8338
27,3231
27,6124
27,6155
27,6178
27,8488
28,8712
28,9100
28,9300
28,9577
28,9760
29,124
29,3287
29,5563
29,6703
29,9747
30,7570
30,8191
30,8264
30,8573
30,9894
31,1920
31,9886
31,9951
31,9966
31,9981
32,2245
32,8596
32,8633
32,9334
32,9357
33,2383
33,8293
33,9662
33,9853
33,9975
34,9158
34,9686
34,9980
34,9983
34,9996
35,3472
35,4839
35,6128
35,6664
35,7627
36,5106
36,5963
36,6433
36,9028
36,9393
37,1975
37,9470
37,9576
37,9604
37,9618
38,8448
38,8554
38,8886
38,9044
38,9444
39,4434
39,9736
39,9884
39,9984
39,9986
40,9102
40,9380
40,9468
40,9713
40,9919
41,8458
41,9676
41,9836
41,9917
41,9979
42,6760
42,8206
42,8298
42,8520
42,8700
43,5165
43,9343
43,9527
43,9728
43,9803
44,3662
44,4593
44,7002
44,9310
44,9707
45,5399
45,6932
45,9376
45,9455
45,9486
46,2297
46,6833
46,8788
46,9765
46,9908
47,7248
47,8625
47,9007
47,9485
47,9617
48,2563
48,8485
48,8764
48,8992
48,9165
49,8473
49,9817
49,9821
49,9932
49,9976
50,1405
50,4908
50,7762
50,8679
50,9999
51,9250
51,9372
51,9715
51,9779
51,9842
52,9404
52,9529
52,9561
52,9638
52,9924
53,8405
53,9239
53,9823
53,9978
53,9994
54,6045
54,6811
54,9494
54,9750
54,9850
55,8883
55,9626
55,9727
55,9749
55,9867
56,7856
56,8695
56,8843
56,9540
56,9873
57,5644
57,6693
57,7319
57,8929
57,9238
58,8815
58,9265
58,9885
58,9958
58,9961
59,2089
59,3032
59,4982
59,6548
59,9858
60,3923
60,9790
60,9828
60,9980
60,9996
61,5689
61,7177
61,8015
61,9321
61,9387
62,9525
62,9594
62,9764
62,9897
62,9902
63,9494
63,9653
63,9733
63,9750
63,9850
64,3045
64,4538
64,5543
64,6144
64,7102
65,9073
65,9735
65,9749
65,9776
65,9867
66,3636
66,7778
66,8737
66,9663
66,9933
67,2669
67,8670
67,8726
67,9450
67,9620
68,5812
68,9453
68,9544
68,9983
68,9987
69,1334
69,8030
69,9814
69,9963
69,9995
70,4273
70,5759
70,6731
70,7798
70,9280
71,3962
71,6908
71,7730
71,9824
71,9945
72,7803
72,9622
72,9851
72,9944
72,9948
73,252
73,2716
73,2797
73,3949
73,9002
74,2981
74,9660
74,9687
74,9844
74,9938
75,9603
75,9788
75,9796
75,9801
75,9850
76,8640
76,9090
76,9096
76,9368
76,9418
77,5147
77,7587
77,9509
77,9750
77,9850
78,5429
78,5774
78,7491
78,8914
78,9354
79,589
79,3910
79,4988
79,7576
79,9982
80,7221
80,9705
80,9722
80,9897
80,9902
81,756
81,5806
81,8946
81,9442
81,9675
82,9118
82,9397
82,9756
82,9815
82,9990
83,380
83,426
83,1478
83,3353
83,4505
84,3221
84,9862
84,9864
84,9980
84,9983
85,7696
85,9415
85,9705
85,9897
85,9902
86,1910
86,5779
86,6511
86,7123
86,9406
87,2383
87,5818
87,6997
87,7379
87,9854
88,3017
88,6439
88,6656
88,7112
88,9408
89,5062
89,6190
89,6242
89,9005
89,9774
90,1613
90,5457
90,9102
90,9876
90,9919
91,3884
91,9155
91,9191
91,9522
91,9789
92,7082
92,9193
92,9675
92,9975
92,9994
93,8020
93,9222
93,9458
93,9647
93,9778
94,9546
94,9841
94,9923
94,9975
94,9978
95,5525
95,7699
95,8877
95,9740
95,9999
96,8776
96,8788
96,9732
96,9772
96,9870
97,1807
97,4678
97,9745
97,9750
97,9850
98,7233
98,7320
98,9353
98,9811
98,9969
99,3760
99,5917
99,9386
99,9540
99,9873
100,3436
100,4488
