node_1,node_2
0,8784
0,9034
0,9796
0,9949
0,9996
1,4413
1,7088
1,9824
1,9906
1,9935
2,3239
2,3853
2,7902
2,9673
2,9817
3,7399
3,9543
3,9660
3,9722
3,9973
4,6801
4,8549
4,9741
4,9754
4,9958
5,7631
5,9764
5,9951
5,9967
5,9983
6,3992
6,5717
6,8271
6,8504
6,9479
7,5689
7,9078
7,9872
7,9873
7,9904
8,1399
8,6265
8,6347
8,7956
8,7963
9,9171
9,9383
9,9394
9,9591
9,9945
10,942
10,4206
10,9937
10,9969
10,9995
11,9542
11,9771
11,9831
11,9894
11,9998
12,3795
12,8888
12,9400
12,9980
12,9987
13,9576
13,9595
13,9614
13,9641
13,9959
14,4315
14,7135
14,8867
14,9108
14,9335
15,7361
15,9077
15,9763
15,9883
15,9931
16,7004
16,7391
16,9339
16,9545
16,9625
17,9001
17,9042
17,9119
17,9776
17,9911
18,5877
18,9705
18,9758
18,9871
18,9885
19,7326
19,9454
19,9534
19,9963
19,9995
20,792
20,8322
20,9294
20,9412
20,9601
21,2758
21,9437
21,9722
21,9858
21,9902
22,108
22,3062
22,3096
22,4733
22,6719
23,1782
23,5217
23,6648
23,9587
23,9899
24,6212
24,8053
24,8064
24,9364
24,9773
25,6521
25,7562
25,8451
25,8904
25,9041
26,8648
26,9322
26,9615
26,9658
26,9982
27,4598
27,6086
27,8206
27,9532
27,9992
28,7969
28,7992
28,8479
28,9005
28,9214
29,8500
29,9610
29,9718
29,9783
29,9903
30,2214
30,7805
30,8342
30,8642
30,9424
31,5197
31,8326
31,9419
31,9699
31,9855
32,780
32,8160
32,8819
32,9385
32,9684
33,7636
33,8055
33,9249
33,9607
33,9949
34,7261
34,7614
34,8223
34,8557
34,8972
35,2843
35,8916
35,9163
35,9644
35,9801
36,6971
36,9834
36,9838
36,9957
36,9979
37,5950
37,8867
37,9010
37,9096
37,9992
38,2295
38,3325
38,7671
38,7970
38,9238
39,8839
39,9418
39,9460
39,9800
39,9923
40,383
40,6591
40,7597
40,8953
40,9510
41,8781
41,9586
41,9667
41,9912
41,9998
42,3496
42,4764
42,9882
42,9945
42,9992
43,9661
43,9702
43,9762
43,9788
43,9949
44,873
44,8334
44,9430
44,9774
44,9813
45,2821
45,7333
45,8988
45,9610
45,9938
46,3225
46,8645
46,9181
46,9932
46,9938
47,4060
47,7297
47,7858
47,9236
47,9293
48,7174
48,7926
48,8378
48,9764
48,9973
49,872
49,9019
49,9751
49,9871
49,9877
50,1575
50,8765
50,9142
50,9885
50,9961
51,5138
51,5994
51,6496
51,6961
51,7020
52,2754
52,3192
52,6988
52,7507
52,9019
53,1415
53,5606
53,6208
53,6511
53,9521
54,1119
54,2107
54,4903
54,5649
54,9639
55,9753
55,9864
55,9898
55,9909
55,9971
56,8023
56,9144
56,9885
56,9977
56,9982
57,126
57,1694
57,9722
57,9773
57,9973
58,3746
58,4486
58,9660
58,9773
58,9902
59,4005
59,4740
59,5252
59,8359
59,9725
60,7905
60,9165
60,9368
60,9667
60,9924
61,7705
61,9099
61,9618
61,9761
61,9869
62,6801
62,9652
62,9729
62,9841
62,9963
63,4713
63,9088
63,9366
63,9789
63,9982
64,2420
64,4863
64,5019
64,7110
64,9672
65,8628
65,8632
65,9926
65,9936
65,9971
66,1616
66,9366
66,9771
66,9977
66,9982
67,4899
67,6286
67,7418
67,7728
67,8718
68,8261
68,8862
68,9018
68,9271
68,9915
69,8820
69,9488
69,9598
69,9641
69,9909
70,8534
70,9294
70,9938
70,9983
70,9989
71,6390
71,9487
71,9808
71,9830
71,9960
72,5602
72,6331
72,9252
72,9550
72,9752
73,8237
73,9190
73,9871
73,9961
73,9992
74,8044
74,8691
74,9190
74,9579
74,9588
75,192
75,7395
75,9808
75,9845
75,9858
76,7690
76,8321
76,9671
76,9772
76,9935
77,734
77,4554
77,5550
77,8204
77,9116
78,4922
78,5367
78,6124
78,9128
78,9796
79,3763
79,8413
79,8593
79,9911
79,9944
80,3138
80,4349
80,5315
80,5702
80,8188
81,9002
81,9593
81,9695
81,9731
81,9797
82,2350
82,5911
82,7827
82,8441
82,8488
83,1044
83,3230
83,9303
83,9542
83,9631
84,6097
84,9633
84,9661
84,9662
84,9844
85,7010
85,9084
85,9728
85,9756
85,9959
86,1589
86,3068
86,4682
86,7776
86,9830
87,1813
87,9416
87,9484
87,9817
87,9896
88,8810
88,8952
88,9197
88,9899
88,9945
89,4983
89,5078
89,9726
89,9732
89,9827
90,697
90,3078
90,9502
90,9680
90,9768
91,7747
91,8999
91,9187
91,9650
91,9681
92,771
92,5439
92,7749
92,9074
92,9911
93,6457
93,7178
93,9229
93,9901
93,9993
94,1715
94,2221
94,5994
94,6496
94,9830
95,2275
95,6332
95,8040
95,8382
95,8490
96,1097
96,4067
96,4257
96,6938
96,9922
97,3066
97,4739
97,7486
97,8017
97,8250
98,6328
98,8706
98,9411
98,9731
98,9733
99,5934
99,6835
99,9275
99,9376
99,9948
100,4948
100,7131
100,7501
100,8974
100,9556
101,844
101,3978
101,6140
101,7394
101,8908
102,1659
102,8716
102,9007
102,9028
102,9093
103,7294
103,9221
103,9257
103,9367
103,9761
104,4932
104,8124
104,8246
104,9011
104,9809
105,7841
105,9312
105,9653
105,9696
105,9947
106,5108
106,9697
106,9868
106,9951
106,9981
107,5524
107,7417
107,7429
107,9096
107,9731
108,22
108,2091
108,9970
108,9981
108,9997
109,6277
109,7885
109,8808
109,9108
109,9289
110,2710
110,5884
110,6069
110,8204
110,9213
111,1077
111,9122
111,9454
111,9660
111,9889
112,8353
112,8449
112,9804
112,9840
112,9892
113,6970
113,8766
113,9077
113,9214
113,9984
114,7410
114,9203
114,9548
114,9893
114,9986
115,1459
115,7671
115,9802
115,9853
115,9903
116,8066
116,9141
116,9593
116,9942
116,9968
117,4963
117,8201
117,9961
117,9977
117,9986
118,5634
118,7416
118,8642
118,9355
118,9591
119,7995
119,8995
119,9029
119,9229
119,9723
120,3145
120,3630
120,9255
120,9356
120,9870
121,9262
121,9489
121,9683
121,9911
121,9944
122,7879
122,9273
122,9647
122,9687
122,9797
123,2267
123,7917
123,9674
123,9782
123,9896
124,6815
124,8754
124,8959
124,9283
124,9610
125,7097
125,8999
125,9645
125,9683
125,9911
126,57
126,3557
126,5337
126,9333
126,9855
127,2828
127,6124
127,9440
127,9615
127,9855
128,4447
128,9111
128,9752
128,9772
128,9935
129,6188
129,8621
129,9706
129,9893
129,9986
130,6562
130,9714
130,9771
130,9852
130,9993
131,7018
131,9831
131,9868
131,9894
131,9998
132,3798
132,8410
132,8506
132,9741
132,9754
133,4508
133,5076
133,9697
133,9930
133,9951
134,8150
134,9670
134,9700
134,9743
134,9909
135,6357
135,9419
135,9551
135,9798
135,9997
136,5244
136,6350
136,9466
136,9510
136,9535
137,2545
137,9028
137,9141
137,9657
137,9987
138,7210
138,9632
138,9646
138,9728
138,9959
139,9170
139,9463
139,9691
139,9882
139,9918
140,6398
140,7575
140,7850
140,8054
140,8819
141,2342
141,9251
141,9295
141,9892
141,9914
142,1768
142,9458
142,9821
142,9915
142,9983
143,7626
143,9516
143,9640
143,9857
143,9929
144,2346
144,3674
144,9829
144,9846
144,9889
145,3730
145,9722
145,9771
145,9850
145,9973
146,3425
146,7206
146,9442
146,9628
146,9863
147,5736
147,5795
147,6060
147,8995
147,9953
148,4650
148,7664
148,9335
148,9464
148,9528
149,983
149,5941
149,7489
149,8199
149,9371
150,8477
150,9029
150,9460
150,9800
150,9847
151,4882
151,7279
151,8345
151,9145
151,9579
152,5173
152,6708
152,8938
152,9608
152,9924
153,8616
153,8762
153,9568
153,9856
153,9976
154,6271
154,9192
154,9357
154,9883
154,9990
155,7921
155,8220
155,8236
155,9580
155,9751
156,9347
156,9524
156,9819
156,9883
156,9985
157,6743
157,7210
157,8169
157,8621
157,9757
158,4214
158,4612
158,6572
158,8700
158,9531
159,4536
159,8946
159,9972
159,9975
159,9978
160,5859
160,7062
160,9239
160,9565
160,9822
161,3564
161,9701
161,9870
161,9916
161,9956
162,4489
162,9766
162,9940
162,9964
162,9995
163,4472
163,6165
163,6726
163,9078
163,9514
164,8352
164,8358
164,9271
164,9402
164,9639
165,4658
165,9162
165,9715
165,9900
165,9954
166,3949
166,8429
166,8579
166,9661
166,9662
167,1044
167,2501
167,8493
167,8718
167,8895
168,8726
168,8817
168,9078
168,9635
168,9743
169,3969
169,9359
169,9869
169,9939
169,9940
170,1672
170,6652
170,9504
170,9765
170,9914
171,871
171,8324
171,9552
171,9602
171,9708
172,2976
172,7076
172,7500
172,8196
172,9524
173,6478
173,9199
173,9463
173,9691
173,9711
174,7395
174,7806
174,8523
174,8770
174,9623
175,1995
175,2388
175,7585
175,9866
175,9896
176,9102
176,9235
176,9292
176,9520
176,9872
177,935
177,1347
177,2907
177,4505
178,3818
178,6265
178,9068
178,9151
178,9272
179,9514
179,9764
179,9895
179,9897
179,9951
180,7845
180,9485
180,9864
180,9991
180,9994
181,5593
181,8485
181,9385
181,9846
181,9889
182,911
182,5837
182,8308
