node_1,node_2
0,1959
0,9034
0,9118
0,9838
0,9846
1,8398
1,8728
1,8944
1,9048
1,9905
2,5709
2,6909
2,7797
2,9460
2,9605
3,1665
3,6022
3,8719
3,9645
3,9963
4,7580
4,8561
4,9431
4,9723
4,9770
5,1883
5,6197
5,8212
5,9747
5,9829
6,7679
6,8203
6,9589
6,9662
6,9888
7,4227
7,7979
7,8895
7,9958
7,9996
8,1785
8,4220
8,5376
8,8733
8,9904
9,8720
9,8934
9,9351
9,9768
9,9792
10,3592
10,5173
10,6981
10,7076
10,9881
11,8174
11,8783
11,8843
11,9610
11,9890
12,1447
12,7607
12,8755
12,9624
12,9970
13,5836
13,9019
13,9724
13,9790
13,9902
14,2928
14,4815
14,6612
14,8986
14,9585
15,5237
15,8004
15,9143
15,9771
15,9938
16,7393
16,9079
16,9631
16,9657
16,9723
17,5636
17,9285
17,9692
17,9907
17,9990
18,4918
18,5906
18,7558
18,8678
18,9668
19,7560
19,9115
19,9415
19,9722
19,9868
20,6059
20,8231
20,9559
20,9883
20,9998
21,5207
21,7219
21,8741
21,9862
21,9992
22,2294
22,8834
22,9729
22,9875
22,9876
23,5954
23,8043
23,9168
23,9409
23,9610
24,360
24,9417
24,9645
24,9941
24,9963
25,5431
25,8388
25,9495
25,9947
25,9989
26,5721
26,6143
26,8003
26,8426
26,9814
27,6871
27,8463
27,9615
27,9716
27,9814
28,3615
28,8486
28,9835
28,9869
28,9985
29,4575
29,5317
29,9425
29,9647
29,9657
30,2213
30,8620
30,9197
30,9765
30,9812
31,3794
31,6617
31,6794
31,8722
31,9323
32,7368
32,8708
32,8779
32,9456
32,9600
33,2480
33,3359
33,4752
33,9043
33,9660
34,1591
34,5375
34,9103
34,9838
34,9971
35,3127
35,4069
35,6501
35,9544
35,9642
36,3513
36,9022
36,9761
36,9797
36,9886
37,4221
37,5528
37,9779
37,9783
37,9823
38,5803
38,7211
38,8653
38,9025
38,9991
39,7660
39,8499
39,9433
39,9978
39,9993
40,7727
40,8369
40,8685
40,9906
40,9947
41,6315
41,8491
41,9096
41,9903
41,9981
42,7805
42,8844
42,9283
42,9719
42,9952
43,8020
43,9238
43,9337
43,9530
43,9710
44,4832
44,6897
44,7685
44,7702
44,9860
45,1680
45,6133
45,8336
45,9581
45,9833
46,3839
46,8650
46,8984
46,9428
46,9903
47,5090
47,6655
47,8644
47,9412
47,9891
48,7014
48,9252
48,9436
48,9473
48,9606
49,4060
49,5042
49,8391
49,8918
49,9967
50,6077
50,8966
50,9451
50,9981
50,9997
51,3860
51,8419
51,8724
51,9518
51,9887
52,1328
52,1791
52,4339
52,6779
52,9942
53,8797
53,8872
53,9798
53,9955
53,9985
54,7039
54,8656
54,9297
54,9714
54,9967
55,409
55,1468
55,7459
55,8951
55,9619
56,8798
56,9443
56,9601
56,9665
56,9826
57,789
57,6787
57,7540
57,9653
57,9751
58,5832
58,6032
58,6137
58,6421
58,6731
59,3933
59,4215
59,4520
59,8925
59,9647
60,4211
60,8172
60,9849
60,9954
60,9959
61,1907
61,2594
61,3106
61,3140
61,7478
62,5603
62,7254
62,7701
62,9534
62,9796
63,8124
63,8284
63,9628
63,9856
63,9930
64,7698
64,8779
64,9991
64,9992
64,9996
65,4558
65,6487
65,8325
65,9133
65,9795
66,2718
66,3497
66,7666
66,9479
66,9808
67,4775
67,7649
67,9767
67,9814
67,9873
68,2918
68,6733
68,8826
68,9153
68,9259
69,802
69,7679
69,9379
69,9457
69,9794
70,3002
70,3483
70,7576
70,7728
70,7829
71,1323
71,6612
71,7415
71,8112
71,9493
72,7456
72,7935
72,8820
72,9162
72,9596
73,343
73,1505
73,4818
73,8832
73,9890
74,3408
74,6288
74,6952
74,8756
74,9974
75,5480
75,7917
75,8445
75,8606
75,9272
76,4420
76,7164
76,8224
76,9953
76,9963
77,2109
77,9636
77,9779
77,9929
77,9987
78,8817
78,8876
78,9143
78,9389
78,9669
79,8737
79,9093
79,9277
79,9815
79,9950
80,6172
80,7393
80,9814
80,9854
80,9975
81,7942
81,8533
81,8945
81,9320
81,9958
82,5841
82,8540
82,9564
82,9587
82,9934
83,2687
83,7191
83,8076
83,8994
83,9236
84,2886
84,7940
84,9018
84,9390
84,9625
85,5659
85,8586
85,9372
85,9695
85,9705
86,4376
86,6580
86,6925
86,8602
86,9732
87,332
87,2942
87,4243
87,5708
87,9954
88,4791
88,7908
88,9537
88,9780
88,9888
89,167
89,6338
89,8041
89,9185
89,9871
90,7475
90,8008
90,8589
90,8685
90,9950
91,2357
91,2592
91,7396
91,9595
91,9658
92,6745
92,8308
92,9152
92,9470
92,9836
93,5379
93,6363
93,6565
93,9070
93,9850
94,7621
94,9549
94,9797
94,9885
94,9971
95,5028
95,6362
95,8832
95,9485
95,9619
96,3616
96,6980
96,7461
96,8606
96,9999
97,1885
97,3351
97,6497
97,9891
97,9982
98,3161
98,9317
98,9652
98,9912
98,9994
99,5601
99,7446
99,9677
99,9762
99,9796
100,8328
100,9377
100,9646
100,9973
100,9985
101,6277
101,7508
101,9019
101,9746
101,9806
102,4920
102,5810
102,7498
102,9475
102,9870
103,162
103,3750
103,7994
103,9946
103,9975
104,3586
104,5020
104,8973
104,9136
104,9539
105,6269
105,8640
105,9218
105,9548
105,9621
106,1008
106,3537
106,9349
106,9370
106,9546
107,223
107,918
107,2540
107,5051
107,9983
108,5785
108,7087
108,7236
108,8800
108,9539
109,5530
109,8849
109,9709
109,9947
109,9979
110,7861
110,9084
110,9182
110,9622
110,9943
111,3283
111,8370
111,9650
111,9719
111,9877
112,5373
112,8999
112,9567
112,9903
112,9918
113,464
113,8236
113,8636
113,9789
113,9852
114,7419
114,7833
114,8075
114,8345
114,9378
115,4205
115,8762
115,8992
115,9725
115,9840
116,1576
116,5390
116,8779
116,8832
116,9951
117,5916
117,9541
117,9785
117,9835
117,9985
118,463
118,1224
118,8630
118,9127
118,9675
119,5609
119,8516
119,8609
119,8920
119,9804
120,619
120,3157
120,8932
120,9140
120,9948
121,2224
121,5668
121,8914
121,9593
121,9815
122,4662
