node_1,node_2
0,7268
0,7279
0,8739
0,8971
0,9130
1,2376
1,8769
1,8990
1,9852
1,9984
2,1603
2,6514
2,7846
2,9676
2,9708
3,4155
3,7208
3,7496
3,9961
3,9996
4,3897
4,4972
4,7954
4,8504
4,9629
5,6954
5,7169
5,8820
5,9568
5,9911
6,1396
6,3032
6,7917
6,8717
6,9685
7,3721
7,8179
7,9231
7,9808
7,9964
8,3130
8,5132
8,6251
8,9873
8,9895
9,26
9,6401
9,9496
9,9666
9,9869
10,2809
10,8208
10,8542
10,9056
10,9841
11,5908
11,8650
11,9515
11,9807
11,9905
12,8393
12,8776
12,9049
12,9652
12,9998
13,7976
13,8125
13,8914
13,9702
13,9940
14,5275
14,8100
14,8963
14,9465
14,9958
15,467
15,4932
15,5602
15,8534
15,9561
16,330
16,3976
16,4190
16,5984
16,9042
17,559
17,2827
17,9412
17,9762
17,9925
18,2475
18,8864
18,9008
18,9096
18,9379
19,1430
19,8336
19,8461
19,9518
19,9830
20,1910
20,6381
20,9357
20,9727
20,9790
21,9434
21,9642
21,9755
21,9873
21,9946
22,5824
22,8887
22,8927
22,9538
22,9739
23,4861
23,5830
23,6236
23,6653
23,9055
24,3525
24,7107
24,8523
24,9743
24,9926
25,8730
25,9717
25,9765
25,9791
25,9796
26,9
26,4521
26,6361
26,7806
26,9904
27,5863
27,5890
27,6632
27,7962
27,8688
28,7109
28,7790
28,8084
28,8840
28,9292
29,5618
29,7630
29,7660
29,8698
29,9946
30,2975
30,6014
30,9520
30,9651
30,9996
31,7088
31,8881
31,9640
31,9649
31,9929
32,1230
32,6802
32,8683
32,8951
32,9766
33,1813
33,2489
33,7764
33,8286
33,8680
34,731
34,1947
34,8930
34,9568
34,9716
35,2873
35,4422
35,8731
35,9760
35,9978
36,2059
36,6062
36,8119
36,9535
36,9992
37,8657
37,9524
37,9534
37,9602
37,9980
38,1925
38,2711
38,5605
38,9415
38,9440
39,657
39,9793
39,9815
39,9831
39,9952
40,1369
40,3578
40,8912
40,9975
40,9999
41,4171
41,5685
41,6002
41,6064
41,9666
42,4597
42,7274
42,9076
42,9252
42,9658
43,1574
43,8518
43,9815
43,9975
43,9999
44,5369
44,6937
44,7584
44,9730
44,9969
45,3421
45,3755
45,9776
45,9993
45,9999
46,5801
46,9414
46,9725
46,9887
46,9983
47,3857
47,8344
47,9138
47,9327
47,9911
48,4963
48,7287
48,7438
48,7706
48,9849
49,734
49,1361
49,6416
49,7910
49,9984
50,299
50,6567
50,9188
50,9437
50,9734
51,2622
51,8629
51,8810
51,9559
51,9902
52,9151
52,9445
52,9552
52,9576
52,9993
53,7631
53,7655
53,8058
53,8696
53,9764
54,985
54,3162
54,3390
54,9951
54,9986
55,7028
55,8330
55,8399
55,9485
55,9703
56,7135
56,8521
56,8727
56,8824
56,9761
57,5966
57,6355
57,9004
57,9410
57,9629
58,4346
58,7336
58,9467
58,9865
58,9930
59,1334
59,3543
59,7285
59,8556
59,9982
60,3437
60,5426
60,7349
60,8685
60,9839
61,4910
61,7329
61,8976
61,9810
61,9903
62,6352
62,7442
62,7702
62,8411
62,9871
63,3205
63,4660
63,8147
63,9434
63,9957
64,2578
64,8368
64,9608
64,9738
64,9949
65,3618
65,7953
65,8204
65,9112
65,9258
66,8929
66,9035
66,9654
66,9686
66,9868
67,6933
67,9445
67,9617
67,9952
67,9960
68,7420
68,8221
68,9443
68,9548
68,9947
69,3312
69,5381
69,6921
69,7731
69,9779
70,1836
70,3422
70,8653
70,9286
70,9992
71,697
71,8373
71,8723
71,9406
71,9657
72,788
72,7479
72,9083
72,9746
72,9998
73,6817
73,8591
73,9451
73,9840
73,9903
74,1484
74,7325
74,9727
74,9856
74,9940
75,8109
75,8301
75,9805
75,9971
75,9986
76,2388
76,6466
76,7864
76,9161
76,9807
77,1176
77,4484
77,7346
77,9256
77,9639
78,7012
78,9420
78,9504
78,9737
78,9964
79,2626
79,7130
79,7722
79,7980
79,9293
80,5710
80,6736
80,8541
80,9439
80,9930
81,3418
81,9790
81,9805
81,9806
81,9971
82,1942
82,8390
82,9175
82,9221
82,9663
83,1513
83,8883
83,9539
83,9663
83,9749
84,3906
84,5503
84,6817
84,9779
84,9985
85,1483
85,2641
85,7052
85,9820
85,9831
86,8969
86,9040
86,9307
86,9581
86,9689
87,192
87,1898
87,2519
87,3766
87,9856
88,3202
88,7568
88,7788
88,8715
88,9947
89,3570
89,5643
89,5757
89,6521
89,6963
90,3300
90,5862
90,7157
90,7944
90,9674
91,2412
91,9162
91,9468
91,9583
91,9757
92,6961
92,7725
92,8364
92,8940
92,9960
93,8303
93,8769
93,9612
93,9741
93,9805
94,2774
94,3832
94,8150
94,9676
94,9891
95,6881
95,9055
95,9357
95,9651
95,9931
96,7624
96,8116
96,8908
96,9791
96,9886
97,209
97,5154
97,6091
97,7628
97,9652
98,4966
98,5296
98,8647
98,9020
98,9238
99,7749
99,8172
99,9848
99,9914
99,9973
100,2438
100,5023
100,8522
100,9072
100,9658
101,6084
101,7337
101,9117
101,9382
101,9507
102,3707
102,7579
102,7617
102,8113
102,9401
103,7827
103,9146
103,9777
103,9924
103,9975
104,3422
104,7855
104,8914
104,9118
104,9571
105,1233
105,6668
105,8016
105,9718
105,9931
106,7637
106,7854
106,8993
106,9434
106,9595
107,8103
107,8579
107,8642
107,9565
107,9813
108,2909
108,8709
108,9680
108,9917
108,9957
109,301
109,3364
109,5160
109,9610
109,9734
110,7734
110,9036
110,9881
110,9967
110,9977
111,249
111,3995
111,6729
111,8510
111,9747
112,3555
112,6722
112,8510
112,8606
112,9993
113,3408
113,5756
113,7467
113,8029
113,9784
114,6339
114,7145
114,8936
114,9125
114,9140
115,4693
115,6934
115,8427
115,8554
115,9260
116,2138
116,7278
116,8255
116,8965
116,9690
117,2882
117,3450
117,9553
117,9710
117,9776
118,7617
118,8179
118,9332
118,9369
118,9588
119,6375
119,9203
119,9311
119,9965
119,9990
120,4191
120,6262
120,8546
120,9755
120,9962
121,2149
121,4628
121,6887
121,9826
121,9874
122,525
122,2122
122,2180
122,9699
122,9762
123,2364
123,4888
123,6607
123,9855
123,9950
124,4851
124,7344
124,8584
124,9057
124,9477
125,3098
125,3896
125,6094
125,9899
125,9932
126,4851
126,6998
126,8733
126,9789
126,9861
127,4211
127,4930
127,6668
127,6744
127,8277
128,5298
128,8354
128,9169
128,9977
128,9981
129,6201
129,7270
129,7670
129,9727
129,9904
130,2239
130,2892
130,9524
130,9896
130,9938
131,5836
131,8430
131,8886
131,9865
131,9967
132,5772
132,6599
132,8074
132,9602
132,9825
133,600
133,4488
133,4598
133,9036
133,9948
134,9336
134,9766
134,9802
134,9846
134,9894
135,9038
135,9587
135,9682
135,9740
135,9941
136,5898
136,6639
136,9386
136,9387
136,9828
137,1268
137,4306
137,8523
137,9065
137,9992
138,8897
138,8923
138,9251
138,9347
138,9886
139,2380
139,3074
139,8833
139,9889
139,9964
140,6387
140,8578
140,8673
140,9464
140,9947
141,3455
141,3604
141,9509
141,9810
141,9970
142,4086
142,6824
142,9767
142,9850
142,9994
143,2671
143,6045
143,7435
143,7995
143,8304
144,5773
144,6278
144,8434
144,9683
144,9918
145,6094
145,9353
145,9885
145,9936
145,9978
146,3988
146,6959
146,9070
146,9609
146,9941
147,4523
147,7140
147,8239
147,9676
147,9847
148,3915
148,5844
148,6584
148,9562
148,9634
149,2577
149,3388
149,7425
149,8970
149,9271
150,5832
150,8366
150,9842
150,9862
150,9992
151,342
151,562
151,3774
151,6698
151,9900
152,1897
152,9098
152,9612
152,9948
152,9958
153,4975
153,8754
153,8771
153,9205
153,9892
154,7717
154,8051
154,8432
154,9590
154,9648
155,7075
155,8517
155,9774
155,9940
155,9958
156,1554
156,3210
156,4995
156,8641
156,9282
157,1999
157,3257
157,6872
157,8633
157,8834
158,3602
158,6870
158,7070
158,9093
158,9153
159,1941
159,6914
159,7376
159,8883
159,9673
160,4206
160,6371
160,6586
160,9130
160,9903
161,1749
161,2869
161,8380
161,9665
161,9891
162,2469
162,9095
162,9559
162,9596
162,9845
163,2095
163,9028
163,9134
163,9782
163,9981
164,7069
164,9117
164,9297
164,9487
164,9922
165,4655
165,5471
165,9388
165,9976
165,9995
166,5247
166,8030
166,9478
166,9490
166,9809
167,2708
167,9522
167,9615
167,9883
167,9923
168,3862
168,7544
168,9874
168,9921
168,9980
169,3287
169,4108
169,7517
169,7709
169,9908
170,6284
170,8292
170,9373
170,9801
170,9970
171,5700
171,5738
171,6604
171,9036
171,9283
172,8157
172,8160
172,8486
172,8748
172,9921
173,8092
173,9259
173,9287
173,9724
173,9908
174,5866
174,6289
174,8829
174,9082
174,9814
175,7492
175,8474
175,9852
175,9854
175,9978
176,1142
176,4445
176,7851
176,8078
176,9066
177,7779
177,9180
177,9537
177,9784
177,9979
178,495
178,2440
178,2898
178,9796
178,9976
179,262
179,303
179,578
179,8399
179,8629
180,3980
180,4547
180,7994
180,9317
180,9747
181,6701
181,8042
181,8403
181,9442
181,9544
182,3025
182,6787
182,8000
182,9564
182,9921
183,4081
183,7186
183,8600
183,9718
183,9806
184,1051
184,6712
184,9946
184,9980
184,9995
185,252
185,8705
185,9848
185,9983
185,9992
186,6449
186,7095
186,9405
186,9475
186,9794
187,1405
187,2075
187,6148
187,7095
187,8275
188,3959
188,7087
188,9439
188,9621
188,9981
189,1885
189,5226
189,8173
189,9071
189,9869
190,1638
190,2186
190,8787
190,9142
190,9713
191,3719
191,7532
191,9022
191,9276
191,9748
192,87
192,7644
192,7655
192,8779
192,9576
193,5035
193,6266
193,6978
193,8371
193,8914
194,6396
194,9091
194,9332
194,9529
194,9820
195,2739
195,8653
195,9286
195,9294
195,9330
196,3756
196,6421
196,8303
196,9139
196,9534
197,4180
197,8898
197,9031
197,9683
197,9735
198,4620
198,9432
198,9580
198,9671
198,9898
199,4643
199,6676
199,8178
199,9113
199,9924
200,886
200,6540
200,7822
200,9472
200,9730
201,4760
201,6541
201,7540
201,8669
201,8909
202,3265
202,4401
202,8519
202,9862
202,9993
203,638
203,9651
203,9935
203,9937
203,9996
204,3139
204,6910
204,7120
204,7917
204,7977
205,5117
205,5373
205,8825
205,9501
205,9894
206,2548
206,4559
206,5434
206,5892
206,9604
207,1744
207,7715
207,9649
207,9667
207,9702
208,7182
208,8089
208,9238
208,9925
208,9998
209,97
209,5230
209,6197
209,8981
209,9827
210,4246
210,7190
210,8486
210,9730
210,9913
211,8420
211,9484
211,9782
211,9906
211,9970
212,2858
212,9297
212,9615
212,9685
212,9861
213,1911
213,5950
213,9221
213,9426
213,9833
214,4095
214,9448
214,9740
214,9963
214,9986
215,1773
215,7573
215,8593
215,9571
215,9882
216,6566
216,7702
216,7777
216,8464
216,9634
217,726
217,3981
217,7375
217,9405
217,9538
218,1501
218,2347
218,8824
218,8880
218,9865
219,5505
219,5751
219,7939
219,9503
219,9668
220,2966
220,4097
220,7604
220,7993
220,9952
221,2768
221,2775
221,9125
221,9602
221,9768
222,4391
222,7857
222,8860
222,9200
222,9948
223,7507
223,9501
223,9529
223,9742
223,9910
224,447
224,7222
224,8142
224,9161
224,9265
225,3145
225,4423
225,7705
225,9540
225,9929
226,8473
226,8555
226,8563
226,8793
226,9540
227,981
227,7722
227,7739
227,8516
227,9966
228,6627
228,6698
228,7939
228,9398
228,9828
229,8550
229,9050
229,9057
229,9932
229,9957
230,3554
230,8544
230,9063
230,9557
230,9945
231,6354
