node_1,node_2
0,7050
0,8144
0,8272
0,8621
0,9110
1,1161
1,3018
1,4032
1,5313
1,8368
2,7819
2,9240
2,9394
2,9482
2,9813
3,4634
3,9733
3,9954
3,9969
3,9988
4,8874
4,9343
4,9499
4,9502
4,9705
5,9117
5,9666
5,9733
5,9942
5,9989
6,4870
6,5823
6,5896
6,7173
6,7213
7,3202
7,6701
7,7416
7,9769
7,9770
8,9361
8,9802
8,9834
8,9867
8,9980
9,8099
9,8527
9,8633
9,9576
9,9652
10,8643
10,8894
10,9532
10,9660
10,9695
11,4829
11,7811
11,9097
11,9359
11,9419
12,7162
12,9866
12,9869
12,9965
12,9970
13,7946
13,9484
13,9645
13,9829
13,9837
14,112
14,130
14,803
14,821
14,7140
15,7655
15,7696
15,8149
15,8568
15,9317
16,8964
16,9106
16,9840
16,9843
16,9934
17,2954
17,5441
17,5729
17,8681
17,9738
18,4931
18,6786
18,8015
18,8152
18,9961
19,229
19,9439
19,9956
19,9958
19,9993
20,7189
20,7877
20,8190
20,9768
20,9917
21,7581
21,9584
21,9884
21,9960
21,9962
22,684
22,2011
22,3139
22,5209
22,6071
23,1315
23,5346
23,8478
23,8809
23,8999
24,1413
24,2709
24,3267
24,3325
24,7277
25,480
25,8820
25,9662
25,9732
25,9736
26,9447
26,9547
26,9923
26,9980
26,9987
27,9524
27,9564
27,9605
27,9823
27,9978
28,9606
28,9727
28,9843
28,9908
28,9931
29,8746
29,9711
29,9750
29,9955
29,9963
30,2711
30,9043
30,9787
30,9924
30,9967
31,5329
31,6961
31,8571
31,9182
31,9450
32,8871
32,9295
32,9395
32,9636
32,9749
33,8991
33,9691
33,9726
33,9852
33,9889
34,3188
34,9343
34,9372
34,9499
34,9502
35,3974
35,5177
35,7973
35,9487
35,9490
36,823
36,9610
36,9728
36,9956
36,9993
37,7726
37,9877
37,9953
37,9981
37,9982
38,9443
38,9874
38,9959
38,9967
38,9990
39,8313
39,8513
39,8689
39,8814
39,9447
40,4259
40,4905
40,6567
40,7090
40,7487
41,102
41,7410
41,7424
41,8657
41,8876
42,4727
42,6905
42,8758
42,8895
42,8949
43,1374
43,2357
43,2965
43,3734
43,9857
44,2470
44,4878
44,5028
44,6661
44,9774
45,5743
45,9813
45,9978
45,9985
45,9994
46,8419
46,8574
46,8957
46,9156
46,9174
47,8156
47,9925
47,9954
47,9969
47,9988
48,6102
48,8375
48,9858
48,9862
48,9944
49,6086
49,6507
49,8281
49,8538
49,8759
50,3903
50,7769
50,8871
50,9037
50,9751
51,2719
51,4997
51,5880
51,7150
51,7385
52,6537
52,6977
52,7629
52,8347
52,9013
53,7135
53,7410
53,8374
53,8752
53,9482
54,9733
54,9925
54,9969
54,9981
54,9988
55,3485
55,9239
55,9605
55,9751
55,9823
56,8473
56,8968
56,9582
56,9583
56,9594
57,4926
57,6798
57,8702
57,8817
57,8831
58,8514
58,8574
58,8979
58,9156
58,9174
59,700
59,953
59,1209
59,1838
59,6769
60,164
60,1297
60,2288
60,3161
60,9260
61,9511
61,9764
61,9847
61,9868
61,9905
62,5690
62,8020
62,9499
62,9576
62,9652
63,9056
63,9209
63,9308
63,9365
63,9435
64,2377
64,5157
64,8059
64,8675
64,9312
65,4039
65,9034
65,9662
65,9732
65,9736
66,9743
66,9896
66,9899
66,9957
66,9997
67,5143
67,5731
67,5909
67,6759
67,7392
68,1897
68,8950
68,9839
68,9883
68,9915
69,9068
69,9557
69,9666
69,9905
69,9989
70,1703
70,9892
70,9957
70,9974
70,9997
71,5087
71,9866
71,9939
71,9965
71,9970
72,6716
72,9252
72,9277
72,9454
72,9788
73,4756
73,9658
73,9709
73,9741
73,9820
74,9611
74,9646
74,9840
74,9934
74,9947
75,5986
75,9792
75,9802
75,9834
75,9867
76,9495
76,9794
76,9812
76,9848
76,9849
77,6893
77,9438
77,9841
77,9943
77,9996
78,1057
78,1492
78,3551
78,5419
78,9955
79,8711
79,9138
79,9387
79,9448
79,9786
80,7743
80,9722
80,9836
80,9855
80,9876
81,7756
81,9304
81,9379
81,9445
81,9529
82,5473
82,9826
82,9870
82,9900
82,9986
83,2132
83,2505
83,2597
83,3171
83,9455
84,1434
84,4271
84,5026
84,7620
84,9462
85,4279
85,7677
85,8644
85,9269
85,9878
86,9650
86,9703
86,9798
86,9870
86,9986
87,379
87,4432
87,6471
87,8234
87,8235
88,283
88,394
88,2217
88,2277
88,8659
89,1817
89,8893
89,9592
89,9612
89,9708
90,2274
90,8801
90,9877
90,9923
90,9987
91,9053
91,9379
91,9481
91,9501
91,9529
92,169
92,1593
92,1750
92,2033
92,2106
93,2469
93,5470
93,7013
93,9042
93,9356
94,9222
94,9534
94,9582
94,9594
94,9949
95,6496
95,7594
95,8132
95,9014
95,9763
96,1499
96,5015
96,8953
96,9195
96,9440
97,2522
97,9841
97,9916
97,9935
97,9996
98,5677
98,9898
98,9956
98,9958
98,9993
99,6496
99,7333
99,9014
99,9436
99,9763
100,8099
100,8992
100,9202
100,9497
100,9976
101,2154
101,2852
101,4606
101,4914
101,5931
102,41
102,7326
102,8374
102,9079
102,9944
103,7689
103,9635
103,9664
103,9906
103,9917
104,817
104,7703
104,7904
104,8829
104,9088
105,4503
105,8615
105,9304
105,9445
105,9529
106,9276
106,9568
106,9829
106,9830
106,9837
107,8144
107,8968
107,9110
107,9317
107,9606
108,7133
108,8832
108,9558
108,9685
108,9823
109,9101
109,9691
109,9759
109,9952
109,9986
110,8649
110,8932
110,9359
110,9419
110,9997
111,1351
111,3785
111,5503
111,5879
111,9316
112,14
112,130
112,803
112,821
112,3383
113,8605
113,8926
113,9384
113,9640
113,9796
114,864
114,1652
114,3576
114,3625
114,9950
115,9694
115,9875
115,9921
115,9980
115,9995
116,2702
116,3244
116,3518
116,3578
116,7438
117,5598
117,8186
117,9328
117,9531
117,9542
118,9493
118,9596
118,9877
118,9982
118,9987
119,5546
119,6887
119,9729
119,9829
119,9837
120,3730
120,5142
120,7665
120,9007
120,9861
121,8173
121,9756
121,9978
121,9985
121,9994
122,5030
122,9894
122,9897
122,9964
122,9972
123,9795
123,9874
123,9959
123,9961
123,9967
124,3920
124,8000
124,8430
124,8644
124,9269
125,9301
125,9428
125,9681
125,9890
125,9926
126,9337
126,9938
126,9944
126,9946
126,9968
127,1774
127,1878
127,7410
127,7652
127,8374
128,4114
128,4898
128,5038
128,5412
128,6837
129,4376
129,7513
129,8252
129,8518
129,9250
130,14
130,112
130,803
130,821
130,9586
131,7572
131,9696
131,9704
131,9836
131,9855
132,5933
132,7385
132,8544
132,9038
132,9700
133,8937
133,9380
133,9902
133,9980
133,9995
134,9399
134,9753
134,9792
134,9906
134,9917
135,5379
135,9690
135,9731
135,9983
135,9999
136,5180
136,9243
136,9324
136,9592
136,9708
137,1972
137,3403
137,4586
137,6235
137,6337
138,5174
138,7225
138,9066
138,9295
138,9659
139,5854
139,9477
139,9548
139,9697
139,9795
140,890
140,6628
